0053_nw_almerehaven_19_10_2020__13_05_52.png,yes
0054_torbole_17_10_2020__17_27_48.png,no
0055_rimini_17_10_2020__17_57_13.png,yes
0056_nw_poperinge_19_10_2020__15_28_49.png,maybe
0057_nw_alpago_17_10_2020__13_16_19.png,yes
0058_thuile2_18_10_2020__17_18_20.png,maybe
0059_riccione_19_10_2020__13_35_01.png,maybe
0061_nw_portodiandora_20_10_2020__16_14_29.png,yes
0062_rimini_18_10_2020__12_40_56.png,yes
0063_nw_alpago_19_10_2020__16_58_20.png,yes
0064_nw_portodiandora_19_10_2020__14_19_08.png,maybe
0065_nw_dieeksepark_18_10_2020__16_56_28.png,no
0066_nw_portodiandora_19_10_2020__16_28_47.png,maybe
0070_thuile2_16_10_2020__14_10_28.png,no
0072_albisola_18_10_2020__15_19_00.png,no
0073_albisola_17_10_2020__11_11_58.png,maybe
0074_campegli_16_10_2020__12_14_24.png,no
0075_rimini_18_10_2020__14_27_27.png,maybe
0076_nw_alpago_20_10_2020__16_14_27.png,yes
0077_nw_poperinge_19_10_2020__12_05_37.png,no
0079_bassano_18_10_2020__14_49_32.png,no
0080_nw_montalt_19_10_2020__16_06_15.png,maybe
0081_thuile_18_10_2020__11_18_55.png,yes
0084_nw_zacinto_17_10_2020__18_12_00.png,no
0085_nw_egypt_19_10_2020__15_51_01.png,yes
0086_nw_montalt_19_10_2020__15_21_27.png,maybe
0087_nw_alpago_20_10_2020__11_09_44.png,no
0090_thuile_20_10_2020__09_45_49.png,yes
0094_torbole_18_10_2020__15_26_21.png,no
0095_nw_veulettes2_18_10_2020__14_35_06.png,maybe
0096_nw_portodiandora_19_10_2020__12_58_25.png,maybe
0098_rimini_19_10_2020__11_34_58.png,maybe
0100_nw_veulettes2_17_10_2020__17_27_55.png,maybe
0101_rimini_20_10_2020__10_28_21.png,no
0105_albisola_20_10_2020__18_08_33.png,maybe
0106_nw_alpago_20_10_2020__12_24_11.png,no
0108_malcesine_19_10_2020__13_57_06.png,no
0109_rimini_19_10_2020__14_26_20.png,no
0111_nw_veulettes2_18_10_2020__16_49_04.png,maybe
0112_nw_zacinto_20_10_2020__14_52_35.png,maybe
0114_nw_dieeksepark_19_10_2020__11_20_22.png,maybe
0115_thuile_20_10_2020__14_52_25.png,yes
0116_rimini_17_10_2020__12_34_59.png,no
0117_rimini_19_10_2020__12_28_33.png,maybe
0119_thuile_18_10_2020__15_26_22.png,yes
0120_thuile_18_10_2020__16_19_28.png,yes
0123_riccione_19_10_2020__13_12_59.png,no
0125_nw_alpago_18_10_2020__12_55_54.png,no
0126_nw_veulettes2_17_10_2020__17_57_21.png,no
0127_nw_poperinge_19_10_2020__15_43_43.png,maybe
0128_nw_portodiandora_18_10_2020__16_41_35.png,no
0131_nw_alvarmontseny_20_10_2020__14_52_38.png,maybe
0135_nw_veulettes_18_10_2020__12_48_33.png,maybe
0138_nw_egypt_18_10_2020__14_27_34.png,no
0139_nw_alvarmontseny_18_10_2020__15_04_29.png,maybe
0140_nw_zacinto_20_10_2020__15_03_00.png,no
0143_bassano_17_10_2020__12_34_44.png,maybe
0145_nw_alvarmontseny_18_10_2020__15_19_09.png,no
0148_nw_montalt_19_10_2020__13_27_51.png,maybe
0153_campegli_16_10_2020__13_59_56.png,no
0156_nw_zacinto_17_10_2020__17_57_18.png,maybe
0159_bassano_17_10_2020__13_36_40.png,maybe
0160_nw_alpago_19_10_2020__11_49_59.png,no
0161_nw_alpago_18_10_2020__15_57_23.png,yes
0165_rimini_20_10_2020__16_45_28.png,no
0166_nw_almerehaven_20_10_2020__10_28_31.png,maybe
0167_nw_dieeksepark_19_10_2020__16_58_27.png,no
0169_nw_poperinge_18_10_2020__17_03_47.png,no
0170_nw_montalt_18_10_2020__15_50_03.png,no
0171_campegli_16_10_2020__13_49_29.png,no
0175_albisola_19_10_2020__13_42_27.png,yes
0176_thuile_19_10_2020__12_43_23.png,maybe
0178_rimini_19_10_2020__16_13_29.png,no
0181_rimini_17_10_2020__10_09_54.png,no
0182_nw_veulettes2_20_10_2020__12_34_45.png,no
0183_nw_zacinto_17_10_2020__15_44_15.png,no
0185_albisola_20_10_2020__09_56_06.png,no
0188_bassano_17_10_2020__17_13_01.png,no
0194_nw_almerehaven_19_10_2020__12_58_29.png,yes
0196_nw_zacinto_18_10_2020__11_04_09.png,maybe
0199_nw_dieeksepark_20_10_2020__16_04_16.png,maybe
0201_thuile_18_10_2020__11_41_19.png,yes
0202_nw_alpago_17_10_2020__13_47_14.png,yes
0204_nw_poperinge_18_10_2020__12_04_03.png,no
0205_rimini_19_10_2020__15_36_07.png,no
0206_nw_alvarmontseny_17_10_2020__17_20_36.png,maybe
0207_nw_alpago_20_10_2020__10_38_44.png,maybe
0212_rimini_16_10_2020__11_30_40.png,maybe
0215_nw_portodiandora_19_10_2020__12_50_55.png,maybe
0217_torbole_18_10_2020__16_34_09.png,no
0219_thuile2_18_10_2020__12_40_58.png,maybe
0220_campegli_17_10_2020__11_43_11.png,no
0221_malcesine_16_10_2020__12_56_25.png,no
0224_nw_veulettes_18_10_2020__11_11_35.png,no
0225_albisola_17_10_2020__16_58_04.png,no
0227_nw_zacinto_19_10_2020__14_26_24.png,no
0230_riccione_20_10_2020__10_28_20.png,no
0231_torbole_17_10_2020__10_51_18.png,no
0232_nw_poperinge_19_10_2020__14_04_33.png,maybe
0233_riccione_18_10_2020__11_33_41.png,maybe
0235_albisola_20_10_2020__12_55_21.png,no
0238_nw_poperinge_19_10_2020__12_58_28.png,maybe
0239_riccione_19_10_2020__15_50_53.png,no
0240_nw_alpago_17_10_2020__18_04_43.png,yes
0243_thuile_19_10_2020__15_21_21.png,no
0246_bassano_17_10_2020__13_05_44.png,no
0247_nw_montalt_20_10_2020__15_03_01.png,yes
0248_nw_montalt_19_10_2020__16_51_00.png,yes
0256_nw_poperinge_18_10_2020__11_34_02.png,no
0257_riccione_17_10_2020__13_57_28.png,maybe
0258_malcesine_20_10_2020__10_38_40.png,maybe
0259_nw_veulettes2_18_10_2020__15_57_27.png,yes
0260_riccione_18_10_2020__14_49_35.png,maybe
0277_nw_montalt_19_10_2020__14_04_31.png,maybe
0283_nw_poperinge_18_10_2020__15_04_30.png,no
0286_rimini_19_10_2020__13_57_04.png,no
0288_nw_montalt_19_10_2020__14_33_45.png,maybe
0289_nw_zacinto_18_10_2020__16_12_10.png,maybe
0291_nw_zacinto_17_10_2020__12_35_06.png,no
0296_albisola_18_10_2020__15_04_16.png,maybe
0297_nw_portodiandora_18_10_2020__14_27_37.png,no
0298_thuile_20_10_2020__10_17_30.png,yes
0299_nw_montalt_18_10_2020__15_33_57.png,no
0302_nw_dieeksepark_20_10_2020__16_35_18.png,maybe
0304_nw_montalt_19_10_2020__14_11_47.png,maybe
0333_nw_poperinge_20_10_2020__09_45_58.png,no
0339_campegli_17_10_2020__10_41_00.png,no
0343_nw_veulettes_18_10_2020__11_34_01.png,no
0344_torbole_20_10_2020__15_44_39.png,no
0346_nw_alvarmontseny_18_10_2020__15_57_26.png,maybe
0349_nw_poperinge_18_10_2020__11_26_28.png,no
0351_nw_dieeksepark_18_10_2020__14_49_51.png,maybe
0357_rimini_18_10_2020__11_56_12.png,no
0362_nw_zacinto_17_10_2020__14_50_23.png,no
0365_nw_poperinge_18_10_2020__16_26_57.png,no
0366_rimini_18_10_2020__09_52_39.png,no
0368_rimini_20_10_2020__18_18_56.png,no
0369_nw_montalt_20_10_2020__09_45_55.png,no
0372_nw_alvarmontseny_18_10_2020__14_57_06.png,no
0378_nw_alpago_17_10_2020__13_05_56.png,yes
0381_nw_montalt_19_10_2020__11_57_24.png,maybe
0382_nw_poperinge_19_10_2020__17_43_27.png,maybe
0384_nw_montalt_18_10_2020__12_18_49.png,maybe
0386_nw_egypt_17_10_2020__14_18_08.png,yes
0387_nw_veulettes_18_10_2020__14_27_40.png,no
0388_nw_veulettes2_18_10_2020__11_48_58.png,no
0390_albisola_18_10_2020__15_49_53.png,maybe
0392_nw_montalt_20_10_2020__09_56_15.png,no
0393_nw_alpago_18_10_2020__11_41_24.png,no
0397_nw_alpago_19_10_2020__16_21_18.png,yes
0402_albisola_16_10_2020__15_06_39.png,yes
0403_thuile_18_10_2020__15_57_19.png,yes
0404_thuile_18_10_2020__16_41_30.png,yes
0405_nw_egypt_17_10_2020__15_44_14.png,yes
0408_malcesine_17_10_2020__10_20_19.png,maybe
0409_nw_montalt_18_10_2020__12_11_23.png,no
0413_nw_montalt_18_10_2020__15_04_28.png,no
0417_nw_zacinto_20_10_2020__12_13_51.png,maybe
0425_nw_zacinto_17_10_2020__17_20_34.png,maybe
0428_nw_montalt_18_10_2020__17_03_45.png,no
0431_nw_alpago_18_10_2020__16_49_00.png,maybe
0432_thuile_19_10_2020__13_57_07.png,no
0433_nw_alpago_20_10_2020__15_23_51.png,maybe
0435_nw_alpago_20_10_2020__17_27_25.png,yes
0438_thuile_17_10_2020__11_43_09.png,yes
0439_torbole_18_10_2020__11_26_18.png,no
0440_nw_egypt_18_10_2020__11_41_23.png,maybe
0453_nw_veulettes2_17_10_2020__17_05_54.png,no
0455_nw_alvarmontseny_18_10_2020__14_42_25.png,maybe
0456_nw_alpago_18_10_2020__11_11_30.png,no
0459_nw_alvarmontseny_20_10_2020__16_56_03.png,no
0462_rimini_20_10_2020__17_06_17.png,no
0464_nw_veulettes2_18_10_2020__14_57_07.png,yes
0465_rimini_17_10_2020__13_36_48.png,yes
0466_nw_montalt_20_10_2020__17_58_23.png,yes
0467_nw_egypt_20_10_2020__15_55_05.png,yes
0468_malcesine_19_10_2020__16_43_24.png,no
0472_albisola_18_10_2020__15_33_37.png,no
0473_campegli_17_10_2020__12_45_18.png,no
0476_albisola_20_10_2020__18_18_54.png,no
0477_rimini_19_10_2020__16_36_01.png,no
0479_thuile_19_10_2020__13_13_03.png,no
0480_riccione_18_10_2020__16_26_46.png,no
0481_nw_alvarmontseny_17_10_2020__18_12_03.png,no
0484_nw_alpago_18_10_2020__16_26_52.png,yes
0485_rimini_18_10_2020__11_26_17.png,no
0486_riccione_20_10_2020__12_44_55.png,no
0487_campegli_17_10_2020__12_24_35.png,no
0489_nw_zacinto_20_10_2020__16_24_54.png,no
0491_nw_montalt_18_10_2020__12_48_31.png,no
0493_nw_veulettes_18_10_2020__12_56_02.png,maybe
0496_nw_zacinto_17_10_2020__13_57_36.png,no
0498_nw_veulettes_18_10_2020__11_04_12.png,no
0499_nw_dieeksepark_20_10_2020__17_48_09.png,maybe
0500_nw_montalt_20_10_2020__10_49_06.png,no
0501_albisola_18_10_2020__14_34_52.png,maybe
0502_riccione_19_10_2020__12_13_15.png,no
0503_nw_montalt_18_10_2020__14_20_07.png,no
0512_nw_veulettes2_17_10_2020__16_58_23.png,yes
0517_nw_alvarmontseny_20_10_2020__12_24_14.png,no
0518_nw_zacinto_19_10_2020__12_50_54.png,no
0519_bassano_17_10_2020__11_11_57.png,no
0520_nw_montalt_18_10_2020__15_11_52.png,no
0521_nw_montalt_19_10_2020__12_05_29.png,maybe
0524_rimini_17_10_2020__13_26_28.png,maybe
0538_albisola_16_10_2020__12_02_41.png,yes
0545_bassano_18_10_2020__17_18_13.png,no
0548_nw_egypt_20_10_2020__16_14_27.png,maybe
0551_nw_alpago_17_10_2020__15_10_59.png,yes
0552_rimini_17_10_2020__13_47_09.png,yes
0553_rimini_19_10_2020__12_58_12.png,maybe
0555_nw_veulettes2_18_10_2020__11_19_04.png,no
0556_albisola_19_10_2020__11_12_38.png,maybe
2217_riccione_17_10_2020__14_49_54.png,maybe
2218_rimini_18_10_2020__12_33_30.png,maybe
2220_nw_poperinge_19_10_2020__17_36_06.png,maybe
2221_riccione_18_10_2020__12_40_51.png,maybe
2223_albisola_19_10_2020__15_58_20.png,maybe
2224_thuile2_19_10_2020__13_13_03.png,no
2226_bassano_18_10_2020__12_55_40.png,no
2227_thuile2_18_10_2020__17_10_59.png,yes
2228_malcesine_19_10_2020__13_49_48.png,no
2229_nw_alvarmontseny_19_10_2020__17_36_03.png,maybe
2231_bassano_18_10_2020__14_34_51.png,no
2233_malcesine_17_10_2020__13_05_51.png,no
2234_nw_alvarmontseny_20_10_2020__10_49_07.png,no
2235_thuile_19_10_2020__15_28_42.png,maybe
2236_albisola_19_10_2020__17_28_19.png,no
2237_nw_dieeksepark_18_10_2020__12_48_35.png,maybe
2240_nw_dieeksepark_18_10_2020__15_11_55.png,maybe
2241_nw_veulettes2_19_10_2020__11_12_50.png,maybe
2243_nw_poperinge_20_10_2020__12_13_55.png,no
2244_nw_zacinto_20_10_2020__12_34_41.png,maybe
2245_campegli_17_10_2020__15_44_13.png,maybe
2246_nw_zacinto_18_10_2020__09_52_45.png,no
2248_nw_zacinto_20_10_2020__17_58_22.png,no
2249_albisola_17_10_2020__15_00_34.png,maybe
2251_nw_alvarmontseny_20_10_2020__12_55_33.png,no
2252_thuile_20_10_2020__17_37_39.png,yes
2254_nw_alvarmontseny_19_10_2020__13_49_54.png,yes
2255_malcesine_17_10_2020__14_39_06.png,no
2256_nw_zacinto_19_10_2020__14_04_30.png,no
2257_nw_alpago_20_10_2020__10_17_39.png,no
2259_nw_dieeksepark_18_10_2020__16_41_44.png,maybe
2260_torbole_19_10_2020__12_50_41.png,no
2263_nw_alpago_18_10_2020__12_41_01.png,no
2264_rimini_19_10_2020__14_04_25.png,no
2266_nw_alpago_17_10_2020__13_36_59.png,yes
2267_bassano_18_10_2020__10_00_04.png,maybe
2268_nw_egypt_19_10_2020__12_58_23.png,yes
2269_thuile2_19_10_2020__11_12_43.png,no
2270_nw_almerehaven_18_10_2020__16_04_53.png,no
2272_malcesine_18_10_2020__14_34_57.png,no
2274_nw_alpago_20_10_2020__17_37_42.png,yes
2275_nw_egypt_18_10_2020__16_19_30.png,yes
2276_nw_veulettes2_18_10_2020__15_50_05.png,yes
2278_bassano_17_10_2020__17_49_48.png,no
2280_nw_alvarmontseny_19_10_2020__11_20_18.png,maybe
2282_thuile2_19_10_2020__15_21_22.png,no
2283_torbole_19_10_2020__14_18_59.png,yes
2284_thuile_20_10_2020__12_13_47.png,yes
2287_nw_montalt_19_10_2020__14_19_09.png,maybe
2288_rimini_17_10_2020__11_22_27.png,no
2289_rimini_18_10_2020__12_48_17.png,maybe
2290_thuile_18_10_2020__15_33_42.png,yes
2291_nw_portodiandora_19_10_2020__11_57_23.png,maybe
2292_thuile2_16_10_2020__13_49_25.png,no
2293_nw_alpago_18_10_2020__14_42_22.png,maybe
2294_nw_dieeksepark_18_10_2020__12_11_31.png,maybe
2295_nw_alvarmontseny_18_10_2020__15_50_04.png,maybe
2296_nw_montalt_19_10_2020__16_13_48.png,maybe
2297_riccione_19_10_2020__15_21_18.png,no
2299_nw_alpago_17_10_2020__17_20_33.png,yes
2300_campegli_17_10_2020__11_12_09.png,no
2302_rimini_17_10_2020__11_01_35.png,no
2303_thuile2_20_10_2020__12_55_27.png,maybe
2304_nw_veulettes2_18_10_2020__09_52_49.png,no
2305_albisola_17_10_2020__11_22_22.png,yes
2306_nw_portodiandora_19_10_2020__15_36_13.png,no
2307_albisola_19_10_2020__13_57_02.png,yes
2310_thuile_19_10_2020__13_27_37.png,no
2312_campegli_16_10_2020__12_35_31.png,no
2313_rimini_19_10_2020__11_20_05.png,no
2315_thuile_19_10_2020__16_50_54.png,no
2316_thuile_17_10_2020__13_16_14.png,yes
2317_malcesine_17_10_2020__12_45_16.png,no
2318_bassano_18_10_2020__12_48_13.png,yes
2319_thuile2_19_10_2020__16_21_10.png,no
2320_rimini_20_10_2020__12_44_57.png,maybe
2321_campegli_17_10_2020__12_03_55.png,no
2322_bassano_17_10_2020__17_42_27.png,no
2323_bassano_18_10_2020__14_56_56.png,maybe
2325_thuile2_18_10_2020__15_11_47.png,maybe
2326_thuile_20_10_2020__17_27_22.png,yes
2327_nw_alpago_18_10_2020__09_45_22.png,no
2328_nw_alpago_18_10_2020__17_18_22.png,maybe
2330_nw_alpago_19_10_2020__15_43_38.png,yes
2331_malcesine_20_10_2020__17_48_00.png,no
2334_nw_veulettes_17_10_2020__17_05_54.png,no
2335_nw_dieeksepark_18_10_2020__12_26_13.png,maybe
2336_bassano_18_10_2020__17_03_33.png,no
2343_nw_montalt_19_10_2020__17_50_51.png,maybe
2344_riccione_18_10_2020__15_57_16.png,no
2348_nw_poperinge_19_10_2020__13_05_52.png,no
2349_nw_alvarmontseny_19_10_2020__15_21_27.png,maybe
2351_albisola_18_10_2020__12_25_58.png,no
2355_rimini_18_10_2020__16_04_40.png,no
2360_albisola_18_10_2020__11_26_14.png,no
2363_nw_montalt_19_10_2020__17_36_01.png,maybe
2365_nw_egypt_17_10_2020__13_57_34.png,yes
2366_nw_veulettes_18_10_2020__14_57_07.png,maybe
2367_nw_montalt_18_10_2020__12_41_04.png,no
2370_thuile_19_10_2020__13_05_40.png,no
2372_albisola_19_10_2020__16_43_20.png,no
2376_nw_egypt_20_10_2020__15_13_20.png,yes
2377_nw_alvarmontseny_18_10_2020__12_48_32.png,maybe
2378_campegli_16_10_2020__11_30_59.png,no
2379_campegli_17_10_2020__11_32_53.png,no
2382_nw_veulettes2_19_10_2020__13_20_26.png,maybe
2385_albisola_17_10_2020__13_47_06.png,maybe
2386_nw_montalt_18_10_2020__17_25_45.png,no
2387_rimini_19_10_2020__16_50_52.png,no
2388_nw_poperinge_18_10_2020__17_18_26.png,no
2396_bassano_17_10_2020__14_07_41.png,no
2401_nw_alvarmontseny_20_10_2020__15_55_12.png,no
2402_nw_almerehaven_19_10_2020__11_20_21.png,maybe
2404_malcesine_17_10_2020__14_07_46.png,maybe
2405_nw_alvarmontseny_19_10_2020__12_13_48.png,no
2408_albisola_17_10_2020__18_11_53.png,no
2411_thuile_20_10_2020__15_02_56.png,yes
2412_bassano_18_10_2020__13_03_10.png,no
2413_thuile_17_10_2020__14_07_46.png,yes
2414_nw_egypt_20_10_2020__10_59_25.png,yes
2415_nw_zacinto_18_10_2020__11_33_57.png,no
2418_rimini_17_10_2020__14_28_22.png,yes
2420_riccione_16_10_2020__13_59_40.png,yes
2421_campegli_20_10_2020__17_48_02.png,yes
2424_thuile_18_10_2020__14_34_57.png,yes
2425_nw_veulettes2_19_10_2020__16_06_17.png,maybe
2431_torbole_19_10_2020__13_13_02.png,no
2432_thuile2_17_10_2020__17_05_48.png,yes
2434_nw_alvarmontseny_19_10_2020__17_21_09.png,no
2435_thuile_19_10_2020__16_28_42.png,no
2437_rimini_20_10_2020__16_55_55.png,no
2441_rimini_17_10_2020__11_43_07.png,maybe
2442_nw_veulettes2_20_10_2020__12_45_13.png,maybe
2443_albisola_20_10_2020__15_54_55.png,yes
2447_nw_egypt_19_10_2020__16_13_39.png,yes
2448_nw_alpago_19_10_2020__17_13_33.png,yes
2450_nw_egypt_19_10_2020__13_49_51.png,yes
2452_thuile2_20_10_2020__16_35_10.png,yes
2456_nw_alpago_17_10_2020__18_19_30.png,yes
2459_nw_montalt_19_10_2020__11_20_18.png,no
2460_nw_egypt_17_10_2020__12_24_36.png,maybe
2463_albisola_18_10_2020__16_34_05.png,no
2467_nw_alpago_20_10_2020__12_03_29.png,no
2469_nw_montalt_18_10_2020__16_26_55.png,no
2471_nw_montalt_19_10_2020__12_43_28.png,maybe
2474_albisola_20_10_2020__16_04_03.png,yes
2479_nw_poperinge_18_10_2020__12_56_03.png,no
2482_albisola_19_10_2020__14_26_17.png,yes
2484_albisola_20_10_2020__16_35_04.png,yes
2486_albisola_16_10_2020__13_38_32.png,maybe
2489_nw_dieeksepark_19_10_2020__12_43_31.png,maybe
2491_rimini_16_10_2020__13_28_13.png,maybe
2492_nw_alpago_17_10_2020__14_07_50.png,yes
2493_nw_portodiandora_19_10_2020__17_43_23.png,yes
2494_nw_poperinge_20_10_2020__12_24_16.png,yes
2514_rimini_19_10_2020__13_42_29.png,maybe
2518_nw_egypt_20_10_2020__09_45_52.png,yes
2520_nw_veulettes_17_10_2020__18_12_04.png,no
2521_bassano_17_10_2020__17_20_20.png,maybe
2523_rimini_20_10_2020__15_02_51.png,no
2526_albisola_19_10_2020__11_05_12.png,no
2528_albisola_20_10_2020__17_37_35.png,yes
2533_albisola_19_10_2020__11_34_55.png,no
2538_campegli_16_10_2020__14_35_22.png,no
2545_nw_egypt_20_10_2020__12_45_01.png,no
2548_nw_alpago_18_10_2020__11_33_56.png,no
2550_nw_veulettes_18_10_2020__12_18_50.png,no
2559_nw_montalt_19_10_2020__11_50_02.png,maybe
2565_nw_alpago_18_10_2020__15_26_26.png,no
2569_nw_alvarmontseny_20_10_2020__16_45_43.png,no
2570_nw_veulettes2_18_10_2020__15_33_58.png,yes
2592_nw_portodiandora_18_10_2020__12_11_20.png,yes
2596_nw_alvarmontseny_18_10_2020__16_34_16.png,maybe
2597_bassano_18_10_2020__12_11_09.png,no
2615_nw_alvarmontseny_20_10_2020__10_38_47.png,no
2616_nw_montalt_17_10_2020__18_04_45.png,no
2631_nw_montalt_19_10_2020__11_42_40.png,maybe
2633_rimini_17_10_2020__14_07_45.png,yes
2634_nw_montalt_19_10_2020__12_58_27.png,yes
2640_albisola_16_10_2020__11_09_06.png,maybe
2641_nw_zacinto_18_10_2020__11_56_18.png,yes
2642_campegli_16_10_2020__12_56_38.png,no
2646_nw_veulettes2_18_10_2020__12_33_39.png,no
2648_nw_montalt_20_10_2020__18_19_03.png,maybe
2649_nw_alvarmontseny_17_10_2020__18_04_46.png,maybe
2652_rimini_17_10_2020__18_19_22.png,yes
2654_nw_alpago_17_10_2020__12_35_05.png,no
2655_nw_zacinto_20_10_2020__10_49_02.png,no
2657_thuile_17_10_2020__15_10_56.png,yes
2658_nw_dieeksepark_19_10_2020__17_28_42.png,no
2659_nw_veulettes_18_10_2020__12_04_02.png,no
2660_nw_montalt_19_10_2020__14_26_26.png,maybe
2661_albisola_19_10_2020__15_50_52.png,yes
2674_nw_veulettes2_20_10_2020__10_28_29.png,maybe
2682_nw_alvarmontseny_18_10_2020__11_11_33.png,no
2687_bassano_17_10_2020__14_17_56.png,maybe
2688_nw_alvarmontseny_18_10_2020__12_11_25.png,no
2691_nw_montalt_19_10_2020__11_27_45.png,maybe
2693_nw_poperinge_19_10_2020__16_21_24.png,yes
2695_nw_montalt_18_10_2020__17_11_04.png,no
2696_nw_poperinge_19_10_2020__16_58_26.png,maybe
2702_nw_alvarmontseny_18_10_2020__14_20_08.png,no
2703_albisola_16_10_2020__13_06_47.png,maybe
2704_nw_poperinge_19_10_2020__14_41_10.png,yes
2706_bassano_17_10_2020__12_03_48.png,no
2707_nw_dieeksepark_18_10_2020__11_56_31.png,maybe
2712_nw_egypt_18_10_2020__14_35_01.png,no
2713_nw_zacinto_18_10_2020__14_35_02.png,no
2715_bassano_17_10_2020__11_43_03.png,no
2719_nw_alpago_17_10_2020__12_55_39.png,maybe
2721_nw_alpago_19_10_2020__15_21_24.png,yes
2734_nw_zacinto_18_10_2020__14_49_41.png,no
2736_thuile_17_10_2020__12_55_34.png,yes
2738_albisola_19_10_2020__17_13_06.png,no
2740_albisola_18_10_2020__14_19_52.png,no
2742_nw_egypt_18_10_2020__16_04_45.png,yes
2743_nw_montalt_20_10_2020__12_24_14.png,yes
2745_thuile_18_10_2020__11_03_58.png,yes
2746_nw_alpago_18_10_2020__14_20_04.png,maybe
2748_thuile_17_10_2020__14_28_23.png,yes
2754_bassano_17_10_2020__11_01_32.png,no
2755_albisola_20_10_2020__18_29_13.png,no
2757_nw_alvarmontseny_17_10_2020__17_42_41.png,no
2759_nw_montalt_20_10_2020__10_38_46.png,no
2761_nw_montalt_19_10_2020__15_58_39.png,maybe
2764_nw_portodiandora_17_10_2020__18_12_01.png,maybe
2765_bassano_17_10_2020__18_11_52.png,no
2768_nw_montalt_18_10_2020__16_12_12.png,no
2771_albisola_19_10_2020__16_28_37.png,maybe
2773_nw_alvarmontseny_20_10_2020__16_04_13.png,no
2774_rimini_16_10_2020__12_24_48.png,maybe
2776_bassano_18_10_2020__09_45_03.png,maybe
2777_nw_egypt_19_10_2020__11_57_20.png,yes
2778_nw_alpago_19_10_2020__12_05_21.png,no
2783_nw_alvarmontseny_20_10_2020__15_03_02.png,no
2789_thuile_20_10_2020__12_44_59.png,yes
2793_nw_egypt_19_10_2020__15_58_27.png,yes
2795_nw_montalt_19_10_2020__11_05_23.png,maybe
2797_nw_alvarmontseny_19_10_2020__15_51_10.png,maybe
2803_rimini_16_10_2020__11_41_24.png,maybe
2804_nw_alvarmontseny_19_10_2020__12_28_40.png,maybe
2811_albisola_16_10_2020__11_19_45.png,maybe
2812_albisola_18_10_2020__12_33_27.png,no
2813_nw_alpago_18_10_2020__14_49_40.png,maybe
2936_thuile2_19_10_2020__14_11_43.png,no
2937_albisola_16_10_2020__13_27_49.png,maybe
2939_nw_alvarmontseny_19_10_2020__14_19_10.png,maybe
2940_nw_dieeksepark_19_10_2020__15_21_31.png,maybe
2941_nw_poperinge_20_10_2020__18_08_46.png,maybe
2942_nw_poperinge_17_10_2020__17_27_55.png,no
2943_campegli_19_10_2020__17_43_21.png,yes
2947_nw_alpago_19_10_2020__12_21_14.png,no
2948_campegli_16_10_2020__14_45_50.png,no
2951_thuile_18_10_2020__12_33_32.png,yes
2952_thuile_17_10_2020__14_50_06.png,yes
2955_nw_zacinto_17_10_2020__17_05_51.png,no
2959_torbole_20_10_2020__12_34_36.png,yes
2962_nw_alpago_18_10_2020__11_26_23.png,no
